Id,SalePrice
2658,126121.68876937298
2718,173734.65083283346
2414,209574.96414424054
1989,107609.78959906816
625,181122.2662143809
333,95117.05345154129
1327,107819.6343888881
858,143941.64126594114
95,175322.70411363707
1568,169374.55616637517
2482,158502.21390128197
1364,117950.0257713846
2584,147763.0320571179
818,308612.69091943343
2673,151301.21546540072
2089,135565.18072862312
1297,139656.62928175725
790,115969.85467863204
2616,201581.6119902076
720,172430.5694483469
222,153975.65716582435
557,132184.2833170966
1148,189402.9612170057
2766,161215.6541402056
534,179814.8499237516
1452,115403.71690728136
630,137519.04914100113
2648,110622.00586181272
125,145727.2677831113
1904,69784.94219682373
1670,113836.98152698918
756,96103.92986593329
717,207974.8913429876
1032,155463.96825946288
852,222076.91640017254
1731,176972.60380020717
2639,109433.54540472348
2071,89754.31468871991
1267,118985.63071288588
1851,195068.67870123955
567,151250.79108690168
2439,204012.09033847897
1898,150050.4869155304
647,167461.2151965227
2256,207314.20959594636
979,98586.38914661655
1444,218340.33204707006
2485,121238.29849382814
157,134282.06712039004
88,127417.36168479455
2003,110355.14773530966
186,170135.39185304556
1425,254667.774660283
2695,124582.49087770515
738,105011.1922349566
395,156811.9108940923
1353,157241.80298911044
1878,151515.06888818747
390,165282.68401677435
1456,233973.0000512806
1103,313783.82836593065
1387,119516.83022354452
2070,146708.55084142962
1199,163783.88938348042
2479,167674.026782973
501,326795.72035521944
2362,100702.62707497954
1718,190977.02123461716
2188,87513.27346633536
1483,145329.6751272409
2557,96743.69890488776
437,371867.5567652102
2224,212689.87557887303
1628,168088.5106579021
397,131393.719393853
587,190867.77920886848
971,146710.55797226372
2611,151487.90713056037
1887,101192.02066258207
2399,350226.69572592963
2148,202092.9757076356
304,124991.85744791894
1997,125676.19227196128
2817,121371.57623384263
1431,214288.5158738281
427,332817.2215912564
263,119576.89159039059
598,163812.16903113297
2895,238374.1231476011
687,140506.60013271266
1822,134767.29427451125
2191,107194.23156153291
179,119357.9635152935
1009,211589.98549922308
2010,125317.10669223465
1991,131534.59851269308
1411,161207.00143779654
1721,244555.7234632931
1144,186699.8662328259
593,211397.6016842235
575,307224.9314380964
1249,168735.61913525188
1604,128987.34705517234
1064,510363.32555748086
1923,153349.59656034908
1988,100614.81901902835
2325,175480.6156792095
114,204500.88690887322
2700,177467.55592274206
217,131288.41242372114
343,174068.28034802002
386,223236.27370090707
2005,118473.1401642347
2908,136707.29124775823
1814,231028.74937728076
2446,610755.8739625277
208,124335.14057523564
1679,107817.06361044425
822,325251.18282852863
6,202790.40152154115
1781,407182.49044579547
2397,274720.6271008615
2340,290647.4985424044
1618,174597.92893561238
2843,115106.091043918
1061,382400.01202508673
2786,120587.02328711047
1935,134536.20668348036
1341,125085.18483486415
521,286417.6305513787
2136,129851.63795615232
996,200977.73635392293
227,146464.90235085788
135,171875.95319502152
1167,162530.55877409337
294,220846.37990714915
1776,198197.94741153752
540,177663.8262334857
1717,190729.8345283434
2303,127378.68291991079
116,170082.79178351277
127,149574.4249174323
1371,127304.54395572962
1014,171009.02318378942
1507,102273.38489568276
702,125160.69187849064
750,140362.9904312326
261,145349.477618676
1559,84203.7847569848
577,222866.3765806831
2812,194404.94039558357
2080,154544.97237612138
1368,108877.94112512229
2376,125802.04228095051
659,107140.53080252264
1235,120275.34607753673
332,86777.35461524302
1917,137177.6805476373
2094,272876.11227511626
1460,259427.2389429482
1471,206259.7283706269
1509,123388.67220916325
1922,139151.16111267707
433,545039.0875917217
460,241304.18650154982
1116,266010.9501823251
1137,169848.42523214745
53,178729.3677562225
2354,256331.43910190382
1475,203145.2636865029
1761,751350.9239157182
842,137420.75402945583
2739,191820.0708557459
2509,152330.9978744578
1007,201078.51392487506
2610,170703.67003291895
1952,88919.91514333813
2719,169424.62858952355
2921,94082.36770938811
1966,133201.79139448408
292,118959.91871162399
1204,192501.98704331362
1829,256166.2229237977
2419,182011.28438203968
391,144646.46170289337
798,110727.92591908171
481,201539.61701373194
193,186126.6830203788
555,121605.04046679457
899,84864.17727881038
2357,187290.5423719062
328,125191.00571855878
1356,124120.53248194946
1154,107573.1682905096
1730,174242.83169624142
2249,145430.65445622784
1119,284557.4138009352
2856,131847.34036652764
1394,133912.18838505374
2587,113968.29781214028
61,316442.14831928926
2661,174811.21233856544
2711,129218.43346919835
1147,185872.71141366544
757,126786.69138286872
2623,95103.1531610785
2378,145301.61484569704
1413,132232.26014352834
1722,227323.5196388955
1112,223011.59538045753
1623,197855.95513243682
1201,170017.3760147259
1513,114615.24794309553
957,491733.67613178195
1171,246613.92118362416
1145,204037.9739541557
2726,228072.35485610043
703,140212.88059616997
760,88458.44722756866
1964,137429.0985918235
2512,171621.496872034
159,148961.88311212257
1281,160351.39778791426
468,185487.71310572603
290,120253.43163107045
665,91352.5701358906
1463,266716.6458490625
1792,220679.49567465935
923,154170.27240542907
500,254590.39122844275
1408,165201.23748444888
331,84583.50179152496
170,121291.43381088323
2192,102080.81687806097
2571,340043.12615566305
2314,182529.6565577817
2647,90798.94169418153
422,450170.8736175439
2457,380940.3368578695
1838,189405.34088907833
2805,248550.19575781043
1645,166077.11423792323
1711,285948.50430580403
2825,249285.91795367157
322,346673.9444710375
2103,261445.3984813388
342,122945.47061189469
600,118782.64313778031
488,185345.06402273578
1725,293544.61961476173
2246,265112.9005942733
2847,160597.17097614368
806,242595.6842756195
530,233324.7203516965
963,196325.9270479577
2678,93301.42462582311
171,90921.75671120502
2401,410664.77424527175
805,238530.30630024153
2259,216053.26694773548
1748,189830.72299314878
1361,129791.63166388503
1677,119596.34261257727
1406,150955.08696483023
2322,237407.65181911062
688,147344.83914077422
143,134471.2437870162
804,211661.05627580817
1214,157482.207128705
2828,137924.1503056195
1999,169421.64344772708
2467,181668.4720869873
2665,139547.6975436198
1538,371969.4730788241
398,114115.93872841244
2822,137505.85317484933
2157,139886.96762262317
1856,183185.90687955762
1269,106280.39654933375
2570,115517.32726819949
2320,235924.92794523106
1517,120308.8219758828
2304,123090.73777548119
1312,95892.31196199148
2012,130393.31192018796
506,245168.10365266938
2865,181027.86568149872
2367,108716.28294483571
554,91009.28607051853
238,129193.07410515644
1954,116305.10286481497
2488,131503.39298575587
2291,96104.18998627824
1969,106336.78074520172
2725,163031.14872739353
1482,145329.6751240852
2763,192670.52709931554
503,254875.74915068652
1584,248364.8990705989
1531,144874.0390042158
2210,141822.71237466106
459,323459.7568454175
556,127456.96236721797
1347,133980.95740648103
1290,86958.48542834759
1388,108103.55244407829
1571,341003.09578207537
2754,201344.7218125939
765,130359.4496533365
2494,120045.66956978242
2870,209646.27374971518
7,217116.0165135818
1114,243688.62590794064
2418,276179.55924716365
291,126330.68769228595
18,336374.93901935726
39,355612.7936683116
1001,244840.4435344204
2442,224131.32904477615
616,122589.29441897066
2680,76210.3639535262
1414,115431.02423525437
289,134958.780056818
40,239728.968229987
860,123876.60061702151
409,125317.31112538395
673,150928.24859207464
2427,174216.4731054406
2036,195648.2102609551
2564,146638.9311041295
642,159058.9287968728
1008,180625.13079887285
1908,143443.282814107
2519,196862.4015263889
1369,91888.16734615302
2855,155064.92165603038
712,91202.32114832469
1943,106045.22546733604
1958,132856.4093285907
107,152689.85001465332
2295,216661.57838675365
704,95997.89702546374
676,121049.77891027143
259,178595.8895657968
93,279777.2666205064
106,250805.24267879687
2315,189980.33144278522
1050,111282.4154111004
1095,214067.37437212965
2709,142028.38499323043
758,129505.88051549972
1496,151171.6809865287
2370,120982.42889024602
2458,288982.42905675207
2733,129656.18568573815
161,265228.8498776427
726,142304.07164736014
845,210000.0233356506
947,261369.44945019766
2232,105315.93034778816
2563,142782.92149532825
2299,144326.74685583374
211,103346.21492396265
605,153145.9129389711
1478,197140.88270239055
2247,260531.54308493636
2274,208135.61652663714
2869,188368.82736642234
967,217418.09023110633
2656,114749.55016041828
667,202016.00448910426
1042,117173.0924155311
2023,147016.86313752952
2447,390114.6397716411
2055,126389.39627004704
2275,292690.43145186687
2204,161082.90129301033
1563,266789.9719104987
483,211119.2445564783
796,128426.85961934984
1526,147033.3944328389
2042,127348.63888275182
442,340159.26369988045
1693,304245.10775797366
1468,218400.9693413084
1430,188710.51992632353
2605,143768.78918107622
1529,177586.18819309672
335,131655.14363132248
1287,123361.45879970855
31,100997.15108000647
1785,299747.81202150695
82,151763.3306188414
2620,133645.50396603195
252,187789.4684665667
721,78011.05068923096
2165,176175.25788314056
2316,188783.9159396103
775,129610.43349038796
1558,99139.67846290518
17,224191.81557521445
1022,224462.99442175002
925,124271.5421360851
438,279975.41221194284
1270,137580.7257373417
1272,120934.59181122601
215,122131.30309601406
266,223035.8962195579
2402,279889.1332527474
1250,122841.21468408873
1984,113864.05379914571
1279,141802.91789769672
377,244084.72697733573
1252,143466.3759216606
2156,250283.98279730172
499,313172.4619491204
1374,125338.52377874422
2898,245140.30926444454
401,120033.13313446617
2721,172766.38447764868
2078,241191.83397028147
2589,125878.63264050325
1946,267463.13819388923
1334,118496.6466915889
2781,234791.03189055866
431,392095.78213170875
576,189445.31679099728
1474,201169.33143692772
2254,145966.67328744475
2155,292636.9246696767
885,108419.35106646606
643,130593.81740386691
1944,123845.02938131161
480,206957.85476507936
2845,95739.36820088365
2387,318953.34101384407
2407,194833.58552655377
2527,164565.86118627197
2514,147504.30494104337
629,174817.28302283233
80,223102.49436368703
1876,140362.48016879166
1546,114117.47905562495
2518,164144.7248100242
2347,153476.44759983546
783,204474.33197848054
1322,72860.94303198534
194,84041.51985366365
1770,289662.3533764124
2143,132086.80150634376
1229,213104.16203082126
511,285849.06726824725
46,219475.36476421106
1348,156388.22493286518
2465,179961.18117911377
387,241239.94113211823
873,209843.5730406332
1918,123124.78077413797
2764,249098.73713505705
2184,130452.50209471787
934,138482.76398950416
1920,128116.71702684576
2631,144058.5563974375
1768,751309.0626887191
2040,110924.50968483703
1749,218558.6281771241
834,245549.1525817115
1457,225058.6567835636
79,125085.95315364217
2302,121952.97102229507
1817,134013.1570598576
2755,239262.59247588651
359,179712.92126152373
2059,114261.73586114378
2092,241766.12190773795
2516,228915.0641234281
150,115670.4035938815
1656,146642.6478480522
83,97282.9638133446
2411,189622.58528367107
795,88847.27541245199
2312,226245.97599873593
2917,92989.32758554425
1624,177049.9200039244
2215,297771.81841322785
1211,153671.14836078745
1485,150115.38668581928
1024,164743.82566262517
570,189086.98234028547
2874,128520.21586762907
700,135001.7092408225
2756,215713.66209228308
2022,166347.54280805087
583,242100.07043011734
2392,362086.6508800886
2424,177157.55369380218
212,96512.22625189311
736,122682.66924174136
1610,182564.28810498756
890,127196.98554015014
467,181914.79490547386
578,215322.76878110014
1747,183937.79383738886
1149,160443.59148360512
2758,235607.84827574805
857,125162.55461129308
2219,245453.22511891174
733,105972.62578162839
2909,112228.46487173361
1798,264940.91470443556
235,139302.47777900318
2366,123130.63942395501
1027,128825.17107773162
1195,139350.18881839354
1303,64974.12257001581
148,177730.8432938928
608,156587.10618875784
2515,200023.08528205712
821,270263.60722467984
2500,261751.2121857074
745,113085.8263290307
741,121290.87389908961
1611,128204.31946491578
2532,129762.35946885016
1081,216247.04084712008
1692,446246.0225352794
2520,170603.9095894366
276,103843.38594177914
1992,117209.25453540671
663,65046.322980242316
418,128140.133272781
1733,182616.48426571416
2359,148164.97170222172
253,191564.4448253953
1518,163507.48613607467
2035,127059.56612030874
2919,84459.16852036607
1540,230090.88225441327
2120,146885.67361289228
1674,174197.37795450463
