Id,SalePrice
2658,117249.83642766334
2718,168950.11837065397
2414,209425.66783848536
1989,103345.10179244984
625,181387.2705612482
333,87667.30192453344
1327,106183.30814650159
858,146232.61546029366
95,178572.75533501053
1568,168083.34549077955
2482,156626.16986146703
1364,114340.20219625451
2584,146992.98930827266
818,303690.0932364824
2673,148661.29815300714
2089,132914.30979012646
1297,139712.58803510995
790,114312.9116321872
2616,194311.27360244477
720,168895.83900530104
222,154210.58535794084
557,130343.35816439513
1148,180276.8562461319
2766,168544.52410718927
534,171711.3084932741
1452,118685.58163288375
630,137961.44867265938
2648,114023.04757860402
125,153045.21179710462
1904,68192.69636817156
1670,116429.78558820621
756,98420.41469749124
717,192791.07588659186
1032,154577.10527416167
852,219632.04763456635
1731,174446.0923147426
2639,99874.47420968681
2071,86701.59657969377
1267,124503.86816821438
1851,192854.86698772578
567,155973.85774411797
2439,203738.24257913604
1898,149807.37470352123
647,159690.93025798217
2256,210952.7861181921
979,91607.83870302445
1444,218074.1469762964
2485,119401.14760646349
157,134905.77225917505
88,126058.28717496454
2003,111396.63290906016
186,166476.0546600436
1425,241491.369099386
2695,122115.47652531066
738,112512.56940017488
395,155484.8399306061
1353,164310.3626874604
1878,152064.9957631661
390,160853.7861913216
1456,231162.55963939955
1103,301659.1170656897
1387,126677.84240250026
2070,146765.66624044863
1199,165845.23490031547
2479,170727.15389617693
501,318058.54956717073
2362,105629.7823993163
1718,197129.7915424436
2188,89678.42581076307
1483,144918.60585161133
2557,101141.84289655295
437,369530.6831260375
2224,222937.50457792735
1628,169329.55309293853
397,136925.4371989237
587,188477.0941510858
971,144237.2429954342
2611,147032.49354953723
1887,102398.14835015238
2399,362384.96344123065
2148,196063.13567003526
304,121910.25802117596
1997,125118.42312916444
2817,123079.67398198415
1431,221521.53119375106
427,346344.9226033936
263,123478.80430684758
598,161276.9632614364
2895,227011.43177138185
687,139902.9976213075
1822,133855.47078451808
2191,102709.61391470318
179,111210.15848274149
1009,218079.94520930017
2010,129470.57449418618
1991,131254.8628529663
1411,157295.8170790613
1721,243095.89784339097
1144,184764.39475524193
593,209607.82207352962
575,329582.24758129823
1249,167133.1244856783
1604,129913.45166630618
1064,510981.4418148246
1923,153298.95403326882
1988,107991.06275166359
2325,179853.85380298365
114,205126.65336169535
2700,169553.25118396155
217,127558.85397735961
343,167764.32265445736
386,223234.57402201957
2005,118145.68906501016
2908,139140.56740595485
1814,210280.95221927503
2446,582662.4501761356
208,120416.07460394659
1679,102711.3678851015
822,331476.49364807893
6,200786.64878296282
1781,420613.2311745937
2397,280988.8156484534
2340,296566.6936722461
1618,176612.54167113043
2843,119585.05327839228
1061,392777.0029879406
2786,121397.71219844578
1935,136903.4007410099
1341,129496.98309843516
521,274278.6299803394
2136,131846.43165050156
996,202427.37103846442
227,151044.79744349144
135,169653.74108450764
1167,167148.7953481894
294,239044.98580154558
1776,201420.06314692486
540,170483.65145849035
1717,196931.7515239028
2303,128339.75561799029
116,168294.07900685642
127,151372.49432370055
1371,124864.30746657119
1014,168458.92118889393
1507,105788.60728697375
702,121877.40820837338
750,143563.77475420298
261,147517.38040855998
1559,80299.73221110506
577,228311.77225163006
2812,192013.93655192232
2080,156099.8316465963
1368,108741.78790528746
2376,129506.15723986381
659,102659.86441107269
1235,125044.04760957448
332,83474.59696341983
1917,139557.367767705
2094,278534.5029477706
1460,251305.93360860372
1471,206758.21485451123
1509,123958.96032860504
1922,138665.46662665182
433,548515.1069867268
460,255740.71576194986
1116,263069.8338939299
1137,165984.56057033053
53,178471.39125129415
2354,259490.08096398937
1475,200975.45785533398
1761,737118.6712125528
842,141606.60363671367
2739,188325.54363003006
2509,156277.2666064048
1007,198692.43846162432
2610,166743.0831187205
1952,90268.54432440842
2719,165274.40997847862
2921,86816.69412612611
1966,134450.81126537023
292,122101.3727536552
1204,192039.34269946898
1829,262103.40558394478
2419,181775.58887455388
391,142698.6472727111
798,107421.70358490823
481,200824.2948838014
193,185791.80511797577
555,117983.19579770709
899,78591.79526829776
2357,185961.38175860682
328,113794.27575007158
1356,120649.56301154013
1154,109453.80713807198
1730,174298.5875989259
2249,146816.0578095584
1119,288264.6810115686
2856,131967.56046741232
1394,134873.00126717213
2587,121745.43519707254
61,311151.1271859814
2661,166228.33741682634
2711,131610.39670502342
1147,183039.89450969218
757,128435.80084831595
2623,97171.78543791911
2378,149133.5725129422
1413,123050.19766073866
1722,226125.91733798743
1112,227975.06178923848
1623,199255.5297517766
1201,173456.16736717202
1513,114633.18328026593
957,465968.86626381584
1171,258081.5673602141
1145,199030.45178546847
2726,223439.30105832074
703,134278.40619312343
760,92394.95404639682
1964,139747.95668345332
2512,179367.79347904876
159,137559.20932340756
1281,163319.86760634542
468,183390.89435327274
290,118057.27622138415
665,86648.04982442073
1463,259602.55764493337
1792,225964.86075898545
923,162969.97849646228
500,250708.78357899783
1408,160667.19108532002
331,80904.26322971913
170,130248.79637942299
2192,102246.15727153403
2571,334129.40319134993
2314,184484.72164781086
2647,89424.20658762557
422,472313.76499574835
2457,396786.4724023806
1838,191177.52630908097
2805,240010.95275752989
1645,161159.1059995584
