Id,SalePrice
2658,122710.80922838271
2718,169653.63557811387
2414,209842.79248646682
1989,104155.46686158444
625,181746.5766214972
333,86895.32644894013
1327,106763.6021407552
858,148071.38284780498
95,179531.9346136828
1568,167577.6595643181
2482,155139.55427675744
1364,113342.67182996102
2584,146393.89952323856
818,306380.8071507477
2673,147789.9485143375
2089,130255.07768538942
1297,140678.78733640927
790,114392.24423519046
2616,193352.24210060475
720,168368.22753627982
222,154646.79092051112
557,128657.35818602877
1148,177079.18257296368
2766,170660.84942201606
534,169275.37133532146
1452,120154.23548970661
630,138277.92662858602
2648,114347.85247540132
125,153118.79434255834
1904,67692.83031578029
1670,117477.24646964547
756,99231.06128416017
717,202076.03503838155
1032,154828.6680807201
852,218179.99337329052
1731,175127.67733311254
2639,99797.4312696383
2071,87630.32269910336
1267,131616.73342327462
1851,192955.9570951357
567,157187.43769427243
2439,203982.9671443563
1898,149961.64059560292
647,153317.01104660745
2256,208815.22820221772
979,90653.14137933755
1444,217205.55623588673
2485,118808.87866683898
157,135167.27562269004
88,124918.73612108771
2003,111589.30198872104
186,173995.72630967072
1425,239788.77607386708
2695,121957.04615297666
738,113884.35622814727
395,155104.1662479768
1353,165778.14550354035
1878,152327.65808887387
390,160794.1251524129
1456,230198.35153456443
1103,300522.8218612196
1387,128429.59304643229
2070,148180.24437580846
1199,167933.6053495035
2479,170763.38948971347
501,319446.38421629026
2362,106338.103350492
1718,198902.38259695357
2188,90049.13978944838
1483,144634.55639662044
2557,100141.38573892096
437,362295.325954344
2224,223832.53741402237
1628,170252.44105472436
397,138378.1121202248
587,189725.55844221584
971,143993.02528287648
2611,141805.38784232235
1887,103075.76800712565
2399,365722.4281208832
2148,195047.22933672863
304,120671.11366118651
1997,124052.24963528205
2817,124553.7736565385
1431,222144.05405436782
427,351323.7044401736
263,125269.35837078428
598,161718.41229863284
2895,224737.6286699116
687,140066.90821625324
1822,132958.92227049175
2191,102800.50391025069
179,111308.66780494148
1009,219022.3309513409
2010,130870.61616611134
1991,131217.90961473333
1411,156147.03099929084
1721,241846.4740439452
1144,183119.97548364237
593,208870.5499591056
575,338094.98587867734
1249,167306.70350957854
1604,130404.35146554075
1064,513597.1733227822
1923,153423.70593821027
1988,109659.45792302927
2325,181646.4382738114
114,206233.24573913476
2700,169187.4367237507
217,128574.82352118292
343,166740.60820680394
386,222649.3614926447
2005,118609.76758109329
2908,139123.10570475121
1814,201577.25249343226
2446,581933.6752672908
208,119713.9254269048
1679,101637.66014492753
822,335071.0248436216
6,200376.0487048818
1781,423635.22022089903
2397,280518.55144075863
2340,297347.005150396
1618,178480.34141338026
2843,119443.94407463251
1061,391991.2003094848
2786,122192.11006583554
1935,137355.2436677623
1341,131138.76095149407
521,272689.5776611598
2136,132250.3530971922
996,203113.71595557785
227,152578.64111939407
135,168547.4188363381
1167,168469.73644109105
294,240519.75321324493
1776,201346.28889593144
540,168218.21656972144
1717,198493.96662317018
2303,129058.0508872307
116,169572.0853695676
127,151420.9848033018
1371,125463.0601304269
1014,170497.11381815304
1507,106504.1886564113
702,122196.1189922067
750,144159.43985670482
261,148527.24365060605
1559,84226.12790009292
577,231514.52135823295
2812,191730.72955376885
2080,155912.94179680562
1368,108425.27571352806
2376,129999.86532489104
659,100730.25583634652
1235,126306.52856186595
332,83031.7523726745
1917,140675.54834754686
2094,281711.9781615454
1460,249524.64902377466
1471,205644.3519442131
1509,124482.7622458568
1922,138910.6856577856
433,550752.7821227167
460,259679.9601396483
1116,262146.61841367895
1137,164068.8597013171
53,183317.8732354337
2354,261815.96101884067
1475,200384.39321379433
1761,732531.2024715506
842,143148.9913721874
2739,187213.45490766625
2509,157508.80320948397
1007,199028.03285056268
2610,166371.22313145504
1952,88699.6058017909
2719,165832.98424097744
2921,86076.24431039504
1966,134699.83948947865
292,121107.81196386345
1204,192355.07298732531
1829,266430.71425854653
2419,182315.7959382096
391,143219.1664990967
