Id,SalePrice
2658,117471.16193505083
2718,168953.71110770234
2414,209464.05812995034
1989,103403.60644426994
625,181616.1969561092
333,88517.94277752678
1327,106128.82453469712
858,145692.379307257
95,178053.40698316615
1568,168346.64329521032
2482,156767.75665405462
1364,114650.51860259337
2584,147149.33882184984
818,303788.72896913835
2673,149086.85379571602
2089,133319.93716568427
1297,139670.8457067729
790,114366.88056468726
2616,194616.75976853876
720,169101.9933931855
222,153995.5818281088
557,130751.62699475228
1148,180856.1718323385
2766,167869.6457812439
534,172331.50972781566
1452,118213.63745713043
630,137760.8507198148
2648,113323.86120074529
125,152741.44257609954
1904,68520.22480480078
1670,116168.458203255
756,98221.54008031847
717,192341.58315587952
1032,154620.1060012717
852,219691.38239349244
1731,174389.22195541696
2639,100401.8198783806
2071,86982.06548512918
1267,123532.6152336446
1851,192917.42444042067
567,155312.23206596667
2439,203599.18290821006
1898,149751.01593698602
647,162001.7577148142
2256,210540.47962036356
979,92504.91106293157
1444,218123.38593718316
2485,119203.22530771434
157,134984.28995357393
88,126186.09211931848
2003,111331.50574105237
186,166071.45526200932
1425,242394.90906853345
2695,122287.34449504524
738,111901.24491580587
395,155690.58090356228
1353,164383.3898834371
1878,151963.4165467467
390,161190.12947580672
1456,231491.3350052554
1103,302185.51565329114
1387,126055.6459662454
2070,146507.7564369941
1199,165869.81052878802
2479,170502.35947476607
501,318501.9337971227
2362,105306.51470469878
1718,196452.59125525402
2188,89165.957087045
1483,144465.18905148233
2557,101286.1517109801
437,371501.41391564615
2224,222550.01828122226
1628,168954.0267890382
397,136620.93167658863
587,188520.38052359218
971,144554.78735934364
2611,148948.1964993699
1887,102506.28328958819
2399,361364.1556251262
2148,196275.57100984923
304,122146.27989667219
1997,124921.5576337969
2817,122803.31619887477
1431,220919.30066573832
427,344456.8126382289
263,122970.75001886545
598,161361.68038921594
2895,227441.27050437298
687,139923.40562991408
1822,134043.0606560632
2191,102858.99295172376
179,111988.17811499808
1009,217507.97338410726
2010,129201.78424485502
1991,131271.75743422148
1411,157318.3197759312
1721,243278.71597970286
1144,185035.03960281692
593,210481.5428849501
575,324342.8217377315
1249,167273.36312145516
1604,129832.07703056312
1064,511064.8649780354
1923,153431.19772400951
1988,107395.45817017513
2325,179131.81297674327
114,205374.87679579723
2700,169880.96375854683
217,127597.60412193785
343,168169.94829100624
386,223169.03404370748
2005,118341.21529931939
2908,139194.5346866768
1814,212912.3201628541
2446,584831.2434890298
208,120048.14428822514
1679,103126.31974037433
822,330570.134649452
6,200604.8920713375
1781,420296.9639952003
2397,280565.67079077265
2340,296046.64265198313
1618,176336.8812474245
2843,119310.08510927092
1061,392677.7138500433
2786,121124.13320992551
1935,136785.7901162156
1341,129124.20757559343
521,275085.42366255674
2136,131424.41289786473
996,202334.08443899834
227,150577.5699117576
135,169865.0532806047
1167,166634.91229796965
294,238442.15227149415
1776,201436.03624679806
540,171036.9338195333
1717,196284.40160520666
2303,128305.22430555601
116,168273.235034165
127,151292.3469830788
1371,125101.70882136055
1014,168179.32943973722
1507,105852.9542647182
702,121850.23380161882
750,143563.0411306737
261,147260.03516216925
1559,80355.07690954313
577,225733.9355447885
2812,192226.49131088762
2080,156126.77093675002
1368,108710.04773816107
2376,129020.15698303649
659,103117.46102727325
1235,124660.26315046915
332,84208.97989829394
1917,139288.90420975295
2094,278095.22033310775
1460,251855.96383563738
1471,206640.94358049025
1509,123979.62771012141
1922,138649.11525718108
433,548446.3105744894
460,254013.03926893926
1116,263575.81574714946
1137,166311.29108987728
53,178755.1391071348
2354,259596.81615854742
1475,201117.6446203156
1761,738448.1634128684
842,141180.2426089898
2739,188611.63207732918
2509,155834.19182885095
1007,198702.09761655173
2610,166852.83263509636
1952,90292.09482801054
2719,164987.52907692158
2921,87683.37492264973
1966,134384.1123443979
292,122109.75654106837
1204,192366.22574853458
1829,259328.38921263668
2419,181770.54409595588
391,142775.2666862491
798,107531.03806636923
481,200939.86378130454
193,186130.037612291
555,118412.28883636338
899,79127.27215935226
2357,186371.87623525845
328,115195.88647117544
1356,121419.71604189725
1154,109361.636181178
1730,174087.0679831382
2249,146972.18794582563
1119,288773.842947823
2856,132073.14296368998
1394,134607.66657786156
2587,121267.56470692612
61,310557.2213550107
2661,166730.74905870337
2711,131494.22386800006
1147,183273.96818229798
757,128224.58261548809
2623,97150.5424668042
2378,148819.78876212725
1413,124856.9144915853
1722,226319.41654879833
1112,227813.44289447667
1623,198956.85165612304
1201,173075.04424413308
1513,114331.72333372763
957,469350.5325717972
1171,257069.9306726572
1145,199672.67461895835
2726,223253.67693806626
703,134669.78419441817
760,92117.33332422831
1964,139624.8939179606
2512,178714.73594484056
159,138898.9031455408
1281,163117.46221491395
468,183295.77041992644
290,118374.87460790573
665,86984.14830694739
1463,260312.99717683732
1792,225856.38889494963
923,162599.79804933426
500,250207.38713587626
1408,161637.7602267109
331,81684.987693533
170,129518.68788701973
2192,102166.74723977024
2571,335826.0845741032
2314,184027.66417511675
2647,89347.72060843834
422,470642.0507330071
2457,396883.66586342355
1838,190775.24722946473
2805,240869.8250112128
1645,161719.9736486255
1711,295215.7454862555
2825,240216.01561086354
322,354895.59396110923
2103,248437.80938374987
342,121028.41863200729
600,122177.31766893994
